,author_name,quotes,char_length,keyword
31,Isaac Newton,Truth is the offspring of silence and meditation.,49,Future
32,Roy T. Bennett,Happiness depends on your mindset and attitude.,47,Future
33,Walt Whitman,Every hour of every day is an unspeakably perfect miracle.,58,Future
34,Og Mandino,Failure is the highway to success.,34,Future
35,Honore de Balzac,All happiness depends on courage and work.,42,Future
36,Rumi,What is planted in each person's soul will sprout.  ,52,Future
37,Charles Dickens,"Family not only needs to consist of merely those whom we share blood, but also of those whom we'd give blood.",109,Future
38,Eric Hoffer,It still holds true that man is most uniquely human when he turns obstacles into opportunities.,95,Future
39,Charles Darwin,I love fools' experiments. I am always making them.,51,Future
40,Samuel Butler,"To himself everyone is immortal; he may know that he is going to die, but he can never know he is dead.",103,Future
41,Emily Dickinson,We never know how high we are till we are called to rise. Then if we are true to form our statures touch the skies.,115,Future
42,Lolly Daskal,Your purpose will be clear only when you listen to your heart.,62,Future
43,Charles Darwin,"What a book a devil's chaplain might write on the clumsy, wasteful, blundering, low, and horribly cruel work of nature!",119,Future
44,Estee Lauder,"Our life isn't how much we can take out, but how much we can put in.  ",70,Future
45,Jonathan Swift,Health is the greatest of all possessions.,42,Future
46,Robert Greene,Creative endeavors are by their nature uncertain.,49,Future
47,Laurence J. Peter,Speak when you are angry - and you'll make the best speech you'll ever regret.,78,Future
48,Earl Nightingale,Whatever we plant in our subconscious mind and nourish with repetition and emotion will one day become reality.,111,Future
49,Steve Maraboli,The beautiful journey of today can only begin when we learn to let go of yesterday.,83,Future
0,Napoleon Hill,It takes half your life before you discover life is a do-it-yourself project.,77,Happiness
1,Bruce Lee,"Knowing is not enough, we must apply. Willing is not enough, we must do.  ",74,Happiness
2,Lolly Daskal,Trust is the foundation of great leadership.,44,Happiness
3,Tony Robbins,The only people without problems are those in cemeteries.,57,Happiness
4,Mother Teresa,"If you can't feed a hundred people, then feed just one.",55,Happiness
5,Anne Frank,No one has ever become poor by giving.,38,Happiness
6,Bodhidharma,"Many roads lead to the path, but basically there are only two: reason and practice. ",84,Happiness
7,Audrey Hepburn,"The most important thing is to enjoy your life, to be happy, it's all that matters.",83,Happiness
8,Kamal Ravikant,Decide what your truth is. Then live it.,40,Happiness
9,Christopher McCandless,"When you want something in life, you just gotta reach out and grab it.",70,Happiness
10,Gabor Mate,"The attempt to escape from pain, is what creates more pain.",59,Happiness
11,Carlos Ruiz Zafon,"Presents are made for the pleasure of who gives them, not the merits of who receives them.",90,Happiness
12,Jonathan Swift,"A wise person should have money in their head, but not in their heart.",70,Happiness
13,Criss Jami,To share your weakness is to make yourself vulnerable; to make yourself vulnerable is to show your strength.,108,Happiness
14,Gary Keller,The majority of what you want will come from the minority of what you do.,73,Happiness
15,Celestine Chua,"Don't put off living to next week, next month, next year or next decade. The only time you're ever living is in this moment.",124,Happiness
16,Criss Jami,"Grudges are for those who insist that they are owed something; forgiveness, however, is for those who are substantial enough to move on.",136,Happiness
17,Jiddu Krishnamurti,It's beautiful to be alone. To be alone does not mean to be lonely. It means the mind is not influenced and contaminated by society.,132,Happiness
18,Og Mandino,Do all things with love.,24,Happiness
19,Johann Wolfgang von Goethe,"Life belongs to the living, and he who lives must be prepared for changes.",74,Happiness
20,J.R.R. Tolkien,Not all those who wander are lost.,34,Happiness
21,Jim Rohn,What you become is far more important than what you get.,56,Happiness
22,Steve Maraboli,The universe doesn't give you what you ask for with your thoughts - it gives you what you demand with your actions.,115,Happiness
23,Sun Tzu,Know yourself and you will win all battles.,43,Happiness
24,Og Mandino,Always seek out the seed of triumph in every adversity.,55,Happiness
25,Josh Waitzkin,We learn by pushing ourselves and finding what really lies at the outer reaches of our abilities.,97,Happiness
26,Joan Rivers,"Reading should be a pleasure, not a chore.",42,Happiness
27,Voltaire,"The more often a stupidity is repeated, the more it gets the appearance of wisdom.",82,Happiness
28,Gary Keller,Life is a question and how we live it is our answer.,52,Happiness
29,Dalai Lama,Judge your success by what you had to give up in order to get it.,65,Happiness
30,Zig Ziglar,"You already have every characteristic necessary for success if you recognize, claim, develop and use them.",106,Happiness
31,Robert Greene,Be royal in your own fashion: act like a king to be treated like one.,69,Happiness
32,Stephen King,"You can, you should, and if you're brave enough to start, you will.",67,Happiness
33,Wayne Dyer,How people treat you is their karma; how you react is yours. ,61,Happiness
34,Carl Jung,"You are what you do, not what you say you'll do.",48,Happiness
35,J.R.R. Tolkien,It is useless to meet revenge with revenge; it will heal nothing.,65,Happiness
36,Zen Proverb,No one returns from a long journey the same person they were before.,68,Happiness
37,Elbert Hubbard,"If you want work well done, select a busy man; the other kind has no time.",74,Happiness
38,Kamal Ravikant,Love yourself with the same intensity you would use to pull yourself up if you were hanging off a cliff.,104,Happiness
39,Dudley Field Malone,I have never in my life learned anything from any man who agreed with me.,73,Happiness
40,Elbert Hubbard,"To avoid criticism, do nothing, say nothing, and be nothing.",60,Happiness
41,Thomas Jefferson,Never put off to tomorrow what you can do to-day.,49,Happiness
42,Coco Chanel,Success is often achieved by those who don't know that failure is inevitable.,77,Happiness
43,Stephen Hawking,Intelligence is the ability to adapt to change.,47,Happiness
44,Unknown,"The consequences of today are determined by the actions of the past. To change your future, alter your decisions today.",119,Happiness
45,Mary Engelbreit,Bloom where you are planted!,28,Happiness
46,John Wooden,"Failure is not fatal, but failure to change might be.",53,Happiness
47,Samuel Beckett,Dance first. Think later. It's the natural order.,49,Happiness
48,Alfred Adler,It is easier to fight for one's principles than to live up to them. ,68,Happiness
49,Chinese Proverb,A clear conscience never fears midnight knocking.,49,Happiness
0,Marcus Aurelius,We live only now. Everything else is either passed or is unknown.,65,Inspiration
1,Niccolo Machiavelli,"It is not titles that honour men, but men that honour titles.",61,Inspiration
2,Zhuangzi,Understanding that rests in what it does not understand is the finest.,70,Inspiration
3,Marcus Aurelius,The best answer to anger is silence.,36,Inspiration
4,Robin Sharma,The purpose of life is the life of purpose.,43,Inspiration
5,Seungsahn,"If you throw away all thoughts of attainment, you will then come to see the real purpose of your quest.",103,Inspiration
6,Ayn Rand,Love is the expression of one's values.,39,Inspiration
7,Elbert Hubbard,"The friend is the man who knows all about you, and still likes you.",67,Inspiration
8,Bruce Lee,"If you put water into a cup, it becomes the cup.",48,Inspiration
9,Epictetus,Freedom is the only worthy goal in life. It is won by disregarding things that lie beyond our control.,102,Inspiration
10,Ayn Rand,"The man who does not value himself, cannot value anything or anyone.",68,Inspiration
11,Tony Robbins,"As soon as you truly commit to making something happen, the ?how' will reveal itself.",85,Inspiration
12,Jon Kabat-Zinn,It is indeed a radical act of love just to sit down and be quiet for a time by yourself.,88,Inspiration
13,Ralph Marston,What you do today can improve all your tomorrows.,49,Inspiration
14,Benjamin Franklin,A Penny Saved is a Penny Earned,31,Inspiration
15,Les Brown,"People inspire you, or they drain you. Pick them wisely.",56,Inspiration
16,Ralph Waldo Emerson,The world makes way for the man who knows where he is going.,60,Inspiration
17,Mother Teresa,Peace begins with a smile.,26,Inspiration
18,Lolly Daskal,Focus on how far you have come in life rather than looking at the accomplishments of others.,92,Inspiration
19,Carl Jung,The shoe that fits one person pinches another; there is no recipe for living that suits all cases.,98,Inspiration
20,Chinese Proverb,"The more acquaintances you have, the less you know them.",56,Inspiration
21,Les Brown,You don't get in life what you want; you get in life what you are.,66,Inspiration
22,Josh Waitzkin,Growth comes at the point of resistance.,40,Inspiration
23,Earl Nightingale,Don't concern yourself with the money. Be of service. Build. Work. Dream. Create.,81,Inspiration
24,Estee Lauder,Confidence breeds beauty.  ,27,Inspiration
25,Ming-Dao Deng,Those who attain the middle Dominate the whole.,47,Inspiration
26,Naval Ravikant,This is such a short and precious life that it's really important that you don't spend it being unhappy.,104,Inspiration
27,Sigmund Freud,"The more perfect a person is on the outside, the more demons they have on the inside.",85,Inspiration
28,W.P. Kinsella,"Success is getting what you want, happiness is wanting what you get.",68,Inspiration
29,Bruce Lee,"If you love life, don't waste time, for time is what life is made up of. ",73,Inspiration
30,Marcus Aurelius,Death smiles at us all. All we can do is smile back.,52,Inspiration
31,Christopher McCandless,Make each day a new horizon.,28,Inspiration
32,William James,Our view of the world is truly shaped by what we decide to hear.,64,Inspiration
33,Gilbert Chesterton,The way to love anything is to realize that it may be lost.,59,Inspiration
34,Colin Powell,Only by attracting the best people will you accomplish great deeds.,67,Inspiration
35,Lao Tzu,"If you do not change direction, you may end up where you are heading.",69,Inspiration
36,Carl Jung,There's no coming to consciousness without pain,47,Inspiration
37,Criss Jami,To share your weakness is to make yourself vulnerable; to make yourself vulnerable is to show your strength.,108,Inspiration
38,Maxime Lagace,"The wiser you get, the less you care to look like a fool.",57,Inspiration
39,Ming-Dao Deng,Who you are is always right.,28,Inspiration
40,Lao Tzu,Silence is a source of great strength.,38,Inspiration
41,Dale Carnegie,Knowledge isn't power until it is applied.,42,Inspiration
42,Beverly Sills,There are no shortcuts to any place worth going.,48,Inspiration
43,W.P. Kinsella,"You have to make time, even for something as universal as staring at the stars.",79,Inspiration
44,Tony Robbins,"Life is a gift, and it offers us the privilege, opportunity, and responsibility to give something back by becoming more.",120,Inspiration
45,Vincent van Gogh,"If you truly love Nature, you will find beauty everywhere. ",59,Inspiration
46,Zhuangzi,Cease striving. Then there will be transformation.,50,Inspiration
47,Barack Obama,The best way to not feel hopeless is to get up and do something.,64,Inspiration
48,Criss Jami,Just because something isn't a lie does not mean that it isn't deceptive.,73,Inspiration
49,James Allen,"The more tranquil a man becomes, the greater is his success, his influence, his power for good. Calmness of mind is one of the beautiful jewels of wisdom.",154,Inspiration
0,Nelson Mandela,"You can start changing our world for the better daily, no matter how small the action.",86,Kindness
1,Osho,"Don't seek, don't search, don't ask, don't knock, don't demand ? relax.",71,Kindness
2,Celestine Chua,Would you rather learn to deal with the truth now than be forced to do so later on?,83,Kindness
3,Ming-Dao Deng,"Help others for all the times that you have been ignored. Be kind to others, for all the times that you have been scorned.",122,Kindness
4,Bette Midler,The worst part of success is trying to find someone who is happy for you.,73,Kindness
5,T.S. Eliot,Only those who will risk going too far can possibly find out how far one can go.,80,Kindness
6,Estee Lauder,Confidence breeds beauty.  ,27,Kindness
7,Paramahansa Yogananda,The season of failure is the best time for sowing the seeds of success. ,72,Kindness
8,Isaac Newton,Live your life as an exclamation rather than an explanation.,60,Kindness
9,Unknown,"A comfort zone is a beautiful place, but nothing ever grows there.",66,Kindness
10,Osho,Be - don't try to become ,25,Kindness
11,Gary Keller,"Success is about doing the right thing, not about doing everything right.",73,Kindness
12,Marcus Aurelius,Each day provides it's own gifts.,33,Kindness
13,Robin Sharma,We are all here for some special reason.,40,Kindness
14,Maxime Lagace,The hard path is often the right one. The river teaches more than the shore.,76,Kindness
15,Chinese Proverb,Better a diamond with a flaw than a pebble without one.,55,Kindness
16,Vince Lombardi,The measure of who we are is what we do with what we have.,58,Kindness
17,Kahlil Gibran,You give but little when you give of your possessions. It is when you give of yourself that you truly give.,107,Kindness
18,Dale Carnegie,It isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. It is what you think about it.,140,Kindness
19,Maxime Lagace,"Wherever you are, it's the place you need to be.",48,Kindness
20,Colin Powell,"Faults are yours to fix, not to curse.",38,Kindness
21,Bob Dylan,Don't criticize what you can't understand. ,43,Kindness
22,Eleanor Roosevelt,The giving of love is an education in itself.,45,Kindness
23,William James,Belief creates the actual fact.,31,Kindness
24,Margaret Mead,I was wise enough to never grow up while fooling most people into believing I had. ,83,Kindness
25,Eckhart Tolle,"You find peace not by rearranging the circumstances of your life, but by realizing who you are at the deepest level.",116,Kindness
26,Robin Sharma,Mistake is a mistake only if you make it twice.,47,Kindness
27,Niccolo Machiavelli,Make no small plans for they have no power to stir the soul.,60,Kindness
28,Johann Wolfgang von Goethe,None are more hopelessly enslaved than those who falsely believe they are free.,79,Kindness
29,Theodore Roosevelt,The greatest doer must also be a great dreamer.,47,Kindness
30,Samuel Butler,Words are clothes that thoughts wear,36,Kindness
31,Napoleon Hill,It takes half your life before you discover life is a do-it-yourself project.,77,Kindness
32,St. Jerome,"Good, better, best. Never let it rest. 'Til your good is better and your better is best. ",89,Kindness
33,Richard Bach,True love stories never have endings.,37,Kindness
34,Mary Engelbreit,Bloom where you are planted!,28,Kindness
35,Judy Garland,Always be a first rate version of yourself and not a second rate version of someone else.,89,Kindness
36,James Allen,Self-control is strength.,25,Kindness
37,Barack Obama,"Our stories may be singular, but our destination is shared.",59,Kindness
38,Elbert Hubbard,The sculptor produces the beautiful statue by chipping away such parts of the marble block as are not needed - it is a process of elimination.,142,Kindness
39,Richard Bach,"You're always free to change your mind and choose a different future, or a different past.",90,Kindness
40,Chinese Proverb,"If you are patient in one moment of anger, you will escape a hundred days of sorrow. ",85,Kindness
41,George Bernard Shaw,Just do what must be done. This may not be happiness but it is greatness.,73,Kindness
42,Og Mandino,"Always do your best. What you plant now, you will harvest later.",64,Kindness
43,Oprah Winfrey,You can have it all. You just can't have it all at once. ,57,Kindness
44,Robin Sharma,Success on the outside means nothing unless you also have success within.,73,Kindness
45,Johann Wolfgang von Goethe,You can easily judge the character of a man by how he treats those who can do nothing for him.,94,Kindness
46,Huang Po,"The foolish reject what they see, not what they think; the wise reject what they think, not what they see.",106,Kindness
47,Napoleon Hill,The way of success is the way of continuous pursuit of knowledge.,65,Kindness
48,Lao Tzu,Care about what other people think and you will always be their prisoner.,73,Kindness
49,Paulo Coelho,Stay away from people who makes you feel like you are wasting their time.,73,Kindness
0,Roy T. Bennett,"Take responsibility of your own happiness, never put it in other people's hands.",80,Leadership
1,Confucius,Death and life have their determined appointments; riches and honors depend upon heaven. ,89,Leadership
2,James Matthew Barrie,Nothing is really work unless you would rather be doing something else. ,72,Leadership
3,James Matthew Barrie,"Dreams do come true, if we only wish hard enough, You can have anything in life if you will sacrifice everything else for it.",125,Leadership
4,Bob Marley,Every man gotta right to decide his own destiny.,48,Leadership
5,Epictetus,There is only one way to happiness and that is to cease worrying about things which are beyond the power or our will.,117,Leadership
6,Anita Krizzan,When it hurts - observe. Life is trying to teach you something.,63,Leadership
7,Johann Wolfgang von Goethe,None are more hopelessly enslaved than those who falsely believe they are free.,79,Leadership
8,Wayne Dyer,How people treat you is their karma; how you react is yours. ,61,Leadership
9,Lolly Daskal,We become what we believe.,26,Leadership
10,Seneca,"You want to live but do you know how to live? You are scared of dying and tell me, is the kind of life you lead really any different from being dead?",149,Leadership
11,John Wooden,Success comes from knowing that you did your best to become the best that you are capable of becoming.,102,Leadership
12,Isaac Newton,We build too many walls and not enough bridges.,47,Leadership
13,Stephen Hawking,Remember to look up at the stars and not down at your feet.,59,Leadership
14,Christopher Reeve,Words can only have a positive effect on others if and when they are ready to listen.,85,Leadership
15,Napoleon Hill,The way of success is the way of continuous pursuit of knowledge.,65,Leadership
16,Isaac Newton,"If I have seen further than others, it is by standing upon the shoulders of giants.",83,Leadership
17,Dogen,A zen master's life is one continuous mistake.,46,Leadership
18,Kahlil Gibran,Rest in reason; move in passion.,32,Leadership
19,Gary Keller,You need to be doing fewer things for more effect instead of doing more things with side effects.,97,Leadership
20,Lolly Daskal,Don't blame others. it won't make you a better person.,54,Leadership
21,Estee Lauder,I believe that potential is unlimited - success depends on daring to act on dreams.   ,86,Leadership
22,Roy T. Bennett,Happiness depends on your mindset and attitude.,47,Leadership
23,Ming-Dao Deng,"If we know how to adapt, we end up being superior.",50,Leadership
24,Dr. Seuss,"Think and wonder, wonder and think.",35,Leadership
25,Alfred Adler,It is very obvious that we are not influenced by 'facts' but by our interpretation of the facts.,96,Leadership
26,Maxime Lagace,Show kindness but never expect it. Show authenticity but never expect it. Only the wise are indifferent to things they can't control.,133,Leadership
27,Carlos Ruiz Zafon,"Keep your dreams, you never know when you might need them.",58,Leadership
28,John Wooden,Ability is a poor man's wealth.,31,Leadership
29,John Carmack,"Focused, hard work is the real key to success.",46,Leadership
30,Henry David Thoreau,Go confidently in the direction of your dreams! Live the life you've imagined.,78,Leadership
31,Bodhidharma,Not engaging in ignorance is wisdom. ,37,Leadership
32,Og Mandino,"I will love the light for it shows me the way, yet I will endure the darkness because it shows me the stars.",108,Leadership
33,Barack Obama,"Our stories may be singular, but our destination is shared.",59,Leadership
34,Rosa Nouchette Carey,"Do it with passion, or not at all.",34,Leadership
35,"Martin Luther King, Jr.","We must accept finite disappointment, but never lose infinite hope.",67,Leadership
36,Robin Sharma,Stop being a prisoner of your past. Become the architect of your future.,72,Leadership
37,Bodhidharma,"At every moment where language can't go, that's your mind.",58,Leadership
38,Ralph Marston,"Happiness is a choice, not a result. Nothing will make you happy until you choose to be happy.",94,Leadership
39,Alexandre Dumas,All human wisdom is contained in these two words - Wait and Hope,64,Leadership
40,Vincent van Gogh,"Normality is a paved road: It's comfortable to walk,? but no flowers grow on it.",80,Leadership
41,Mae West,"The score never interested me, only the game.",45,Leadership
42,Unknown,Make your life a mission - not an intermission.,47,Leadership
43,J.R.R. Tolkien,A man that flies from his fear may find that he has only taken a short cut to meet it.,86,Leadership
44,Simon Sinek,"If you want to achieve anything in this world, you have to get used to the idea that not everyone will like you.",112,Leadership
45,Sathya Sai Baba,Discipline is the mark of intelligent living.,45,Leadership
46,Charlie Chaplin,"If you're really truthful with yourself, it's a wonderful guidance.  ",69,Leadership
47,Adi Da Samraj,Fear of death is fear of the Unknown.,37,Leadership
48,Gilbert Chesterton,"Without education, we are in a horrible and deadly danger of taking educated people seriously.",94,Leadership
49,Bette Midler,The worst part of success is trying to find someone who is happy for you.,73,Leadership
0,Norman Vincent Peale,No man is happy who does not think himself so.,46,Life
1,G.I. Gurdjieff,There is a cosmic law which says that every satisfaction must be paid for with a dissatisfaction.,97,Life
2,George Bernard Shaw,You use a glass mirror to see your face; you use works of art to see your soul.,79,Life
3,Osho,"Truth is not something outside to be discovered, it is something inside to be realized.",87,Life
4,Christopher Reeve,Words can only have a positive effect on others if and when they are ready to listen.,85,Life
5,Gilbert Chesterton,It isn't that they can't see the solution. It is that they can't see the problem.,81,Life
6,Jack Kerouac,"Rest and be kind, you don't have to prove anything.",51,Life
7,Jack Kerouac,"Live, travel, adventure, bless, and don't be sorry.  ",53,Life
8,Kamal Ravikant,Life is a series of choices and all we can do is make them.,59,Life
9,Colin Powell,Remain calm. Be kind.,21,Life
10,Sydney Smith,"Life is to be fortified by many friendships. To love, and to be loved, is the greatest happiness of existence.",110,Life
11,Elbert Hubbard,Allow motion to equal emotion.,30,Life
12,Richard Bach,"Every person, all the events of your life are there because you have drawn them there. What you choose to do with them is up to you.",132,Life
13,Alfred Adler,It is very obvious that we are not influenced by 'facts' but by our interpretation of the facts.,96,Life
14,Jiddu Krishnamurti,"It is truth that liberates, not your effort to be free.",55,Life
15,Dogen,"If he cannot stop the mind that seeks after fame and profit, he will spend his life without finding peace.",106,Life
16,Chinese Proverb,"Fool me once, shame on you; fool me twice, shame on me. ",56,Life
17,Seneca,Throw me to the wolves and I will return leading the pack.  ,60,Life
18,Dan Brown,Everything is possible. The impossible just takes longer.,57,Life
19,Kahlil Gibran,Beauty is not in the face; beauty is a light in the heart.,58,Life
20,Lao Tzu,"When I let go of what I am, I become what I might be.",53,Life
21,Lao Tzu,Care about what other people think and you will always be their prisoner.,73,Life
22,Bodhidharma,To seek is to suffer. To seek nothing is bliss.,47,Life
23,Roy T. Bennett,"Life is about accepting the challenges along the way, choosing to keep moving forward, and savoring the journey.",112,Life
24,Euripides,Nothing has more strength than dire necessity.,46,Life
25,Christopher Reeve,You play the hand you're dealt. I think the game's worthwhile.  ,64,Life
26,James Allen,You will never do anything in this world without courage. It is the greatest quality of the mind next to honor.,111,Life
27,Criss Jami,"Confidence is like a dragon where, for every head cut off, two more heads grow back.",84,Life
28,Carl Jung,"In all chaos there is a cosmos, in all disorder a secret order.",63,Life
29,Carlos Ruiz Zafon,"Fools talk, cowards are silent, wise men listen.",48,Life
30,Og Mandino,Today I begin a new life. I will greet this day with love in my heart.,70,Life
31,James Allen,"As a man thinketh in his heart, so shall he be.",47,Life
32,Richard Bach,"The more I want to get something done, the less I call it work.",63,Life
33,Henry Ford,"When everything seems to be going against you, remember that the airplane takes off against the wind, not with it.",114,Life
34,Elon Musk,I don't ever give up. I'd have to be dead or completely incapacitated.,70,Life
35,Alan Watts,"This is the real secret of life - to be completely engaged with what you are doing in the here and now. And instead of calling it work, realize it is play.",155,Life
36,Richard Bach,A tiny change today brings a dramatically different tomorrow.,61,Life
37,Naval Ravikant,A rational person can find peace by cultivating indifference to things outside of their control.,96,Life
38,Voltaire,Every man is guilty of all the good he did not do. ,51,Life
39,Gabor Mate,"Passion creates, addiction consumes.",36,Life
40,Walt Whitman,The strongest and sweetest songs yet remain to be sung.,55,Life
41,Gilbert Chesterton,Without the rain there would be no rainbow.,43,Life
42,James Matthew Barrie,"Dreams do come true, if we only wish hard enough, You can have anything in life if you will sacrifice everything else for it.",125,Life
43,Unknown,Avoiding failure is to avoid progress.,38,Life
44,Les Brown,You are never too old to set another goal or to dream a new dream.,66,Life
45,Thomas Edison,"I have not failed. I've just found 10,000 ways that won't work.",63,Life
46,Wayne Dyer,I would rather be hated for who I am than loved for who I'm not.  ,66,Life
47,Bodhidharma,Poverty and hardship are created by false thinking.,51,Life
48,Robert Collier,All power is from within and therefore under our control.,57,Life
49,Vincent van Gogh,Only when I fall do I get up again.,35,Life
0,Zhuangzi,A path is made by walking on it.,32,Living
1,Celestine Chua,"Instead of thinking about what you are going to do when you retire, think about how you can do that now and make a living from it.",130,Living
2,Epictetus,"First learn the meaning of what you say, and then speak.",56,Living
3,Bob Dylan,"When you've got nothing, you've got nothing to lose.",52,Living
4,Albert Einstein,Life is like riding a bicycle. To keep your balance you must keep moving.,73,Living
5,Ralph Marston,What you do today can improve all your tomorrows.,49,Living
6,Isaac Newton,"What we know is a drop, what we don't know is an ocean. ",56,Living
7,Genghis Khan,an action committed in anger is an action doomed to failure. ,61,Living
8,Robert Collier,All power is from within and therefore under our control.,57,Living
9,Ayn Rand,The businessman's tool is value.,32,Living
10,Laurence J. Peter,An intelligence test sometimes shows a man how smart he would have been not to have taken it.,93,Living
11,Roy T. Bennett,"Great things happen to those who don't stop believing, trying, learning, and being grateful.",92,Living
12,Bruce Lee,The key to immortality is first living a life worth remembering. ,65,Living
13,Henry Ford,"Coming together is a beginning, staying together is progress, and working together is success. ",95,Living
14,Paramahansa Yogananda,Be as simple as you can be; you will be astonished to see how uncomplicated and happy your life can become.,107,Living
15,Stephen King,"The mind can calculate, but the spirit yearns, and the heart wants what the heart wants.",88,Living
16,J.R.R. Tolkien,Not all those who wander are lost.,34,Living
17,Helen Keller,Walking with a friend in the dark is better than walking alone in the light.,76,Living
18,Celestine Chua,"In order to be walked over, you have to be lying down.",54,Living
19,Estee Lauder,"First comes the shy wish. Then you must have the heart to have the dream. Then, you work, and work.  ",101,Living
20,Carol Burnett,"When you have a dream, you've got to grab it and never let go.",62,Living
21,Wayne Dyer,Go for it now. The future is promised to no one. ,49,Living
22,Sun Tzu,"To know your Enemy, you must become your Enemy.",47,Living
23,Mary Engelbreit,"Walk towards the sunshine, and the shadows will fall behind you.",64,Living
24,D. H. Lawrence,"You live by what you thrill to, and there's the end of it.",58,Living
25,Dale Carnegie,"Remember, today is the tomorrow you worried about yesterday.",60,Living
26,T.S. Eliot,Sometimes things become possible if we want them bad enough.,60,Living
27,Bruce Lee,"Mistakes are always forgivable, if one has the courage to admit them. ",70,Living
28,Zen Proverb,"Obstacles don't block the path, they are the path.",50,Living
29,Elbert Hubbard,Your neighbor is the man who needs you.,39,Living
30,Eckhart Tolle,"Pleasure is always derived from something outside you, whereas joy arises from within. ",87,Living
31,Brian Tracy,Spend eighty percent of your time focusing on the opportunities of tomorrow rather than the problems of yesterday.,114,Living
32,Les Brown,Forgive those who have hurt you.,32,Living
33,Franz Kafka,It is often safer to be in chains than to be free. ,51,Living
34,Marcus Aurelius,The best revenge is to be unlike him who performed the injury.,62,Living
35,Robert Collier,Your chances of success in any undertaking can always be measured by your belief in yourself.,93,Living
36,Bodhidharma,Freeing oneself from words is liberation. ,42,Living
37,Euripides,Nothing is hopeless; we must hope for everything.,49,Living
38,Norman Vincent Peale,"When you get up in the morning, you have two choices - either to be happy or to be unhappy. Just choose to be happy.",116,Living
39,Og Mandino,Tomorrow is only found in the calendar of fools.,48,Living
40,Robert Greene,"If the happiness and prosperity of other people depend on you, you have nothing to fear anymore.",96,Living
41,Roy T. Bennett,Start each day with a positive thought and a grateful heart.,60,Living
42,Roy T. Bennett,"Follow your heart, listen to your inner voice, stop caring about what others think.",83,Living
43,Napoleon Hill,Most great people have achieved their greatest success just one step beyond their greatest failure.,99,Living
44,Napoleon Hill,"Success is good at any age, but the sooner you find it, the longer you will enjoy it.",85,Living
45,Vincent van Gogh,I dream my painting and I paint my dream.,41,Living
46,Zig Ziglar,"Duty makes us do things well, but love makes us do them beautifully.  ",70,Living
47,Robert Greene,Be royal in your own fashion: act like a king to be treated like one.,69,Living
48,Gilbert Chesterton,A thing must be loved before it is lovable.,43,Living
49,George Eliot,It is never too late to be what you might have been.,52,Living
0,F. Scott Fitzgerald,The ability to hold two competing thoughts in one's mind and still be able to function is the mark of a superior mind.,118,Love
1,Publilius Syrus,It is better to learn late than never.,38,Love
2,Sun Tzu,"A leader leads by example, not by force.",40,Love
3,Lolly Daskal,Do not allow your inner doubts to keep you from achieving what you can do.,74,Love
4,Carl Bard,"Though no one can go back and make a brand new start, anyone can start from now and make a brand new ending.",108,Love
5,Dr. Seuss,Why fit in when you were born to stand out?,43,Love
6,Kahlil Gibran,You talk when you cease to be at peace with your thoughts.,58,Love
7,Morgan Wootten,The big thing is to make a winning effort. I'm not obsessed with wins.,70,Love
8,Kamal Ravikant,"As you love yourself, life loves you back.",42,Love
9,Dan Brown,The power of human thought grows exponentially with the number of minds that share that thought.,96,Love
10,Jack London,"Life is not always a matter of holding good cards, but sometimes, playing a poor hand well. ",92,Love
11,Seneca,All cruelty springs from weakness.  ,36,Love
12,Lao Tzu,Care about what other people think and you will always be their prisoner.,73,Love
13,Ming-Dao Deng,Make your stand today. On this spot. On this day.,49,Love
14,Jonathan Swift,Words are the clothing of our thoughts.,39,Love
15,Kilian Jornet,"Sometimes you have to shut your eyes, so you can see the real beauty.",69,Love
16,Alexander Graham Bell,"A man, as a general rule, owes very little to what he is born with - a man is what he makes of himself.",103,Love
17,Abraham Lincoln,Give me six hours to chop down a tree and I will spend the first four sharpening the axe.,89,Love
18,Jiddu Krishnamurti,The idea of ourselves is our escape from the fact of what we really are.,72,Love
19,Mark Twain,A clear conscience is the sure sign of a bad memory.,52,Love
20,George Eliot,Adventure is not outside man; it is within.,43,Love
21,Shunryu Suzuki,Nothing we see or hear is perfect. But right there in the imperfection is perfect reality.,90,Love
22,Simon Sinek,"Dream big. Start small. But most of all, start.",47,Love
23,Sigmund Freud,"When one does not have what one wants, one must want what one has.",66,Love
24,Ray Bradbury,Life is trying things to see if they work.,42,Love
25,Kahlil Gibran,Life without love is like a tree without blossoms or fruit.,59,Love
26,Niccolo Machiavelli,Make no small plans for they have no power to stir the soul.,60,Love
27,Charles Dickens,We need never be ashamed of our tears.,38,Love
28,Maxime Lagace,Show kindness but never expect it. Show authenticity but never expect it. Only the wise are indifferent to things they can't control.,133,Love
29,Alexandre Dumas,"Often we pass beside happiness without seeing it, without looking at it, or even if we have seen and looked at it, without recognizing it.",138,Love
30,Ayn Rand,Love is the expression of one's values.,39,Love
31,Johann Wolfgang von Goethe,A man sees in the world what he carries in his heart.,53,Love
32,Alexander Pope,"Charms strike the sight, but merit wins the soul.",49,Love
33,Carlos Ruiz Zafon,The most efficient way of rendering the poor harmless is to teach them to want to imitate the rich.,99,Love
34,Mahatma Gandhi,The best way to find yourself is to lose yourself in the service of others.,75,Love
